# PHRASE List — Martinez & Schmitt (2012)
# 505 pedagogically-selected multi-word expressions for L2 listening/reading
# Format: normalized_phrase\tcategory
# Categories: discourse_marker, prepositional_phrase, verb_phrase, noun_phrase,
#   adjective_phrase, adverb_phrase, conjunction, quantifier, sentence_stem,
#   modal_expression, fixed_expression
right now	adverb_phrase
ring up	verb_phrase
rule out	verb_phrase
run away	verb_phrase
run down	verb_phrase
run into	verb_phrase
run off	verb_phrase
run out	verb_phrase
run out of	verb_phrase
run over	verb_phrase
run through	verb_phrase
save up	verb_phrase
search for	verb_phrase
see about	verb_phrase
see off	verb_phrase
see to	verb_phrase
seek out	verb_phrase
send off	verb_phrase
send out	verb_phrase
set about	verb_phrase
set aside	verb_phrase
set back	verb_phrase
set down	verb_phrase
set in	verb_phrase
set off	verb_phrase
set out	verb_phrase
set up	verb_phrase
settle down	verb_phrase
settle for	verb_phrase
shake off	verb_phrase
show off	verb_phrase
show up	verb_phrase
shut down	verb_phrase
shut up	verb_phrase
side by side	adverb_phrase
sign up	verb_phrase
sit back	verb_phrase
sit down	verb_phrase
sit up	verb_phrase
slow down	verb_phrase
so as to	conjunction
so far	adverb_phrase
so long as	conjunction
so that	conjunction
sort of	discourse_marker
speak out	verb_phrase
speak up	verb_phrase
speed up	verb_phrase
stand by	verb_phrase
stand for	verb_phrase
stand out	verb_phrase
stand up	verb_phrase
start off	verb_phrase
start out	verb_phrase
start up	verb_phrase
stay away	verb_phrase
stay in	verb_phrase
stay on	verb_phrase
stay out	verb_phrase
stay up	verb_phrase
step back	verb_phrase
step down	verb_phrase
step in	verb_phrase
stick to	verb_phrase
stick up	verb_phrase
stop by	verb_phrase
such as	conjunction
suffer from	verb_phrase
sum up	verb_phrase
switch off	verb_phrase
switch on	verb_phrase
take advantage of	verb_phrase
take after	verb_phrase
take apart	verb_phrase
take away	verb_phrase
take back	verb_phrase
take care	verb_phrase
take care of	verb_phrase
take down	verb_phrase
take for granted	verb_phrase
take in	verb_phrase
take off	verb_phrase
take on	verb_phrase
take out	verb_phrase
take over	verb_phrase
take part	verb_phrase
take place	verb_phrase
take seriously	verb_phrase
take through	verb_phrase
take to	verb_phrase
take turns	verb_phrase
take up	verb_phrase
talk about	verb_phrase
talk into	verb_phrase
talk over	verb_phrase
tear up	verb_phrase
tell apart	verb_phrase
thanks to	prepositional_phrase
that is	discourse_marker
that is to say	discourse_marker
the day after tomorrow	adverb_phrase
the day before yesterday	adverb_phrase
the fact that	noun_phrase
the matter	sentence_stem
the more	quantifier
the other day	adverb_phrase
the problem is	sentence_stem
the reason why	noun_phrase
the rest of	quantifier
the thing is	sentence_stem
the truth is	sentence_stem
think about	verb_phrase
think of	verb_phrase
think over	verb_phrase
think through	verb_phrase
think up	verb_phrase
throw away	verb_phrase
throw off	verb_phrase
throw out	verb_phrase
throw up	verb_phrase
tie up	verb_phrase
time and again	adverb_phrase
to be honest	discourse_marker
to begin with	discourse_marker
to do with	prepositional_phrase
to some extent	adverb_phrase
to start with	discourse_marker
to tell the truth	discourse_marker
together with	prepositional_phrase
try on	verb_phrase
try out	verb_phrase
turn around	verb_phrase
turn away	verb_phrase
turn back	verb_phrase
turn down	verb_phrase
turn in	verb_phrase
turn into	verb_phrase
turn off	verb_phrase
turn on	verb_phrase
turn out	verb_phrase
turn over	verb_phrase
turn round	verb_phrase
turn to	verb_phrase
turn up	verb_phrase
up and down	adverb_phrase
up to	prepositional_phrase
upside down	adverb_phrase
use up	verb_phrase
used to	modal_expression
wait for	verb_phrase
wake up	verb_phrase
walk away	verb_phrase
walk out	verb_phrase
warm up	verb_phrase
wash up	verb_phrase
watch out	verb_phrase
wear off	verb_phrase
wear out	verb_phrase
what about	sentence_stem
what if	sentence_stem
what is more	discourse_marker
whether or not	conjunction
wind up	verb_phrase
wipe out	verb_phrase
with a view to	prepositional_phrase
with regard to	prepositional_phrase
with respect to	prepositional_phrase
with the exception of	prepositional_phrase
within reach	prepositional_phrase
without doubt	adverb_phrase
work on	verb_phrase
work out	verb_phrase
work up	verb_phrase
worry about	verb_phrase
would like	modal_expression
would rather	modal_expression
write down	verb_phrase
write off	verb_phrase
write out	verb_phrase
you know	discourse_marker
you see	discourse_marker
